date,close,prev_close,log_return
2030-01-01,100.86213831057084,100.0,0.008584431214763537
2030-01-02,102.97124878506442,100.86213831057084,0.020695194051432105
2030-01-03,97.57349213710512,102.97124878506442,-0.05384395168026302
2030-01-04,97.92217726864213,97.57349213710512,0.0035671941209204795
2030-01-07,97.87833515458654,97.92217726864213,-0.00044782431103684167
2030-01-08,100.25106351628224,97.87833515458654,0.023952445387719127
2030-01-09,100.43374518663188,100.25106351628224,0.001820583451123391
2030-01-10,101.73775365185178,100.43374518663188,0.012900201626483622
2030-01-11,102.75747257798912,101.73775365185178,0.009973116702561478
2030-01-14,105.16968495043234,102.75747257798912,0.023203516353636745
2030-01-15,104.67278113252024,105.16968495043234,-0.0047359789080110935
2030-01-16,108.0226844868127,104.67278113252024,0.031502132615723946
2030-01-17,106.87550521727606,108.0226844868127,-0.010676592188202346
2030-01-18,108.32392151257369,106.87550521727606,0.013461357117069701
2030-01-21,109.45926317616798,108.32392151257369,0.010426442707361535
2030-01-22,115.50514053492499,109.45926317616798,0.0537625815179639
2030-01-23,114.10822058769325,115.50514053492499,-0.012167734275536912
2030-01-24,115.80931277830287,114.10822058769325,0.01479768164234818
2030-01-25,115.50450676432818,115.80931277830287,-0.002635434328972466
2030-01-28,113.27667979922875,115.50450676432818,-0.019476228971253465
2030-01-29,115.35959998815416,113.27667979922875,0.018220886187638417
2030-01-30,113.52037534212639,115.35959998815416,-0.016071866778777956
2030-01-31,113.8582322042499,113.52037534212639,0.0029717581122825445
2030-02-01,116.34791765727859,113.8582322042499,0.021630895002983753
2030-02-04,118.3064785049404,116.34791765727859,0.01669354048220482
2030-02-05,119.14915105449273,118.3064785049404,0.007097545664365304
2030-02-06,115.00923416540157,119.14915105449273,-0.03536365627456006
2030-02-07,113.68526013499971,115.00923416540157,-0.011578668091931334
2030-02-08,112.92479099008729,113.68526013499971,-0.006711723472874618
2030-02-11,110.47071124064237,112.92479099008729,-0.021971601486937838
2030-02-12,105.70973976704404,110.47071124064237,-0.0440533951636726
2030-02-13,106.17499354118888,105.70973976704404,0.004391581352939009
2030-02-14,108.22939126069332,106.17499354118888,0.019164352426688656
